Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type
0220,U-PRESID CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG9222R1065,,Y,Y,Y,,,,Y,,,
0221,EASY ONE FIN,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2916W1010,,Y,,Y,,,,Y,,,
0222,MIN XIN HOLD,Equity,Equity Securities (Main Board),"2,000",,HK0222001130,,Y,,Y,,,,Y,,,
0223,ELIFE HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0200,KYG3002T1013,,Y,,Y,,,,Y,,,
0224,PIONEER GLOBAL,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG7098N1002,,Y,,Y,,,,Y,,,
0225,POKFULAM,Equity,Equity Securities (Main Board),"2,000",,HK0225001145,,Y,Y,Y,,,,Y,,,
0226,LIPPO,Equity,Equity Securities (Main Board),"1,000",,HK0226001151,,Y,,Y,,,,Y,,,
0227,FIRST SHANGHAI,Equity,Equity Securities (Main Board),"8,000",,HK0227001168,,Y,,Y,,,,Y,,,
0228,CHINA ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG2153W1033,,Y,,Y,,,,Y,,,
0229,RAYMOND IND,Equity,Equity Securities (Main Board),"1,000",,HK0229001182,,Y,,Y,,,,Y,,,
0230,MINMETALS LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6144P1014,,Y,Y,Y,,,,Y,,,
0231,PING AN SEC GP,Equity,Equity Securities (Main Board),"40,000",HKD 0.0100,BMG7115B1211,,Y,,Y,,,,Y,,,
0232,AVIC INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0719V1063,,Y,,Y,,,,Y,,,
0233,MY MEDICARE,Equity,Equity Securities (Main Board),"10,000",HKD 0.0500,BMG6179J1036,,Y,,Y,,,,Y,,,
0234,NEW CENTURY GP,Equity,Equity Securities (Main Board),"24,000",HKD 0.0025,BMG644581396,,Y,,Y,,,,Y,,,
0235,CHINA STRATEGIC,Equity,Equity Securities (Main Board),"5,000",,HK0235034623,,Y,,Y,,,,Y,,,
0236,SAN MIGUEL HK,Equity,Equity Securities (Main Board),"2,000",,HK0236001209,,Y,,Y,,,,Y,,,
0237,SAFETY GODOWN,Equity,Equity Securities (Main Board),"2,000",,HK0237001216,,Y,,Y,,,,Y,,,
0238,EVERGREEN INT,Equity,Equity Securities (Main Board),"1,000",HKD 0.0010,KYG3225T1022,,Y,,Y,,,,Y,,,
0239,PAK FAH YEOW,Equity,Equity Securities (Main Board),"2,500",HKD 0.0500,BMG6873Y1176,,Y,,Y,,,,Y,,,
0240,BUILD KING HOLD,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG1675M1064,,Y,,Y,,,,Y,,,
0241,ALI HEALTH,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG0171K1018,,Y,Y,Y,,,,Y,,,
0242,SHUN TAK HOLD,Equity,Equity Securities (Main Board),"2,000",,HK0242001243,,Y,Y,Y,,,,Y,,,
0243,QPL INT'L,Equity,Equity Securities (Main Board),"9,000",HKD 0.0800,BMG7302M2037,,Y,,Y,,,,Y,,,
0244,SINCERE,Equity,Equity Securities (Main Board),"1,000",,HK0244001258,,Y,,Y,,,,Y,,,
0245,CN MINSHENG FIN,Equity,Equity Securities (Main Board),"10,000",,HK0000268943,,Y,Y,Y,,,,Y,,,
0246,REALGOLD MINING,Equity,Equity Securities (Main Board),500,HKD 1.0000,KYG740991057,,Y,,Y,,,,Y,,,
0247,TST PROPERTIES,Equity,Equity Securities (Main Board),"2,000",,HK0247001271,,Y,Y,Y,,,,Y,,,
0248,HKC INT'L HOLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG4515X1007,,Y,,Y,,,,Y,,,
0250,SINO-I TECH,Equity,Equity Securities (Main Board),"50,000",,HK0250031678,,Y,,Y,,,,Y,,,
0251,SEA HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7946B1000,,Y,Y,Y,,,,Y,,,
0252,SE ASIA PPT,Equity,Equity Securities (Main Board),"2,000",,HK0252001307,,Y,,Y,,,,Y,,,
0253,SHUNHO HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,HK0253001314,,Y,,Y,,,,Y,,,
0254,NUR HOLDINGS,Equity,Equity Securities (Main Board),"10,000",,HK0000171519,,Y,,Y,,,,Y,,,
0255,LUNG KEE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5697D1011,,Y,,Y,,,,Y,,,
0256,CITYCHAMP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2161T1004,,Y,Y,Y,,,,Y,,,
0257,CHINA EB INT'L,Equity,Equity Securities (Main Board),"1,000",,HK0257001336,,Y,Y,Y,,,,Y,,,
0258,TOMSON GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,KYG8917R1083,,Y,,Y,,,,Y,,,
0259,YEEBO (INT'L H),Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9835R1051,,Y,,Y,,,,Y,,,
0260,AVIC JOY HLDG,Equity,Equity Securities (Main Board),"10,000",,HK0260032278,,Y,,Y,,,,Y,,,
0261,GBA INV HLDGS,Equity,Equity Securities (Main Board),"80,000",HKD 0.0100,BMG4153U1036,,Y,Y,Y,,,,Y,,,
0262,DESON DEV INT'L,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,BMG2734F1656,,Y,,Y,,,,Y,,,
0263,GT GROUP HLDG,Equity,Equity Securities (Main Board),"4,000",,HK0000493806,,Y,,Y,,,,Y,,,
0264,ASCENT INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG0563P1063,,Y,,Y,,,,Y,,,
0265,ORIENT VICTORY,Equity,Equity Securities (Main Board),"10,000",HKD 0.0050,KYG6777V1106,,Y,,Y,,,,Y,,,
0266,TIAN TECK LAND,Equity,Equity Securities (Main Board),"2,000",,HK0266001368,,Y,Y,Y,,,,Y,,,
0267,CITIC,Equity,Equity Securities (Main Board),"1,000",,HK0267001375,,Y,Y,Y,Y,Y,Y,Y,,,
0268,KINGDEE INT'L,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,KYG525681477,,Y,Y,Y,,,,Y,,,
0269,CRTG,Equity,Equity Securities (Main Board),"5,000",HKD 0.2000,KYG2162D1126,,Y,,Y,,,,Y,,,
0270,GUANGDONG INV,Equity,Equity Securities (Main Board),"2,000",,HK0270001396,,Y,Y,Y,Y,,,Y,,,
0271,ASIASEC PPT,Equity,Equity Securities (Main Board),"1,000",,HK0271007608,,Y,,Y,,,,Y,,,
0272,SHUI ON LAND,Equity,Equity Securities (Main Board),500,USD 0.0025,KYG811511131,,Y,Y,Y,,,,Y,,,
0273,MASON GP HOLD,Equity,Equity Securities (Main Board),"20,000",,HK0000227089,,Y,Y,Y,,,,Y,,,
0274,C BILLION RES,Equity,Equity Securities (Main Board),"40,000",HKD 0.0100,KYG2115F1155,,Y,,Y,,,,Y,,,
0275,MASTER GLORY GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG5891T1264,,Y,,Y,,,,Y,,,
0276,MONGOLIA ENERGY,Equity,Equity Securities (Main Board),"3,000",HKD 0.0200,BMG6260K1348,,Y,,Y,,,,Y,,,
0277,TERN PROPERTIES,Equity,Equity Securities (Main Board),"2,000",,HK0277001415,,Y,,Y,,,,Y,,,
0278,WAH HA REALTY,Equity,Equity Securities (Main Board),"2,000",,HK0278001422,,Y,,Y,,,,Y,,,
0279,FREEMAN FINTECH,Equity,Equity Securities (Main Board),"6,000",HKD 0.0100,KYG366302787,,Y,,Y,,,,Y,,,
0280,KING FOOK HOLD,Equity,Equity Securities (Main Board),"2,000",,HK0280001436,,Y,,Y,,,,Y,,,
0281,RIVERA (HOLD),Equity,Equity Securities (Main Board),"2,000",,HK0281001443,,Y,,Y,,,,Y,,,
0282,NEXT DIGITAL,Equity,Equity Securities (Main Board),"10,000",,HK0000271764,,Y,,Y,,,,Y,,,
0285,BYD ELECTRONIC,Equity,Equity Securities (Main Board),500,,HK0285041858,,Y,Y,Y,,,,Y,,,
0286,AIDIGONG,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG0133U1062,,Y,Y,Y,,,,Y,,,
0287,WINFAIR INV,Equity,Equity Securities (Main Board),"2,000",,HK0287001470,,Y,,Y,,,,Y,,,
0288,WH GROUP,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG960071028,,Y,Y,Y,Y,,,Y,,,
0289,WING ON CO,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG970561087,,Y,Y,Y,,,,Y,,,
0290,C FORTUNE FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2118A1058,,Y,,Y,,,,Y,,,
0291,CHINA RES BEER,Equity,Equity Securities (Main Board),"2,000",,HK0291001490,,Y,Y,Y,Y,,,Y,,,
0292,ASIA STD HOTEL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,BMG0535U1751,,Y,,Y,,,,Y,,,
0293,CATHAY PAC AIR,Equity,Equity Securities (Main Board),"1,000",,HK0293001514,,Y,Y,Y,,Y,Y,Y,,,
0294,YANGTZEKIANG,Equity,Equity Securities (Main Board),"1,000",,HK0294001521,,Y,,Y,,,,Y,,,
0295,KONG SUN HOLD,Equity,Equity Securities (Main Board),"25,000",,HK0000120151,,Y,,Y,,,,Y,,,
0296,EMPEROR E HOTEL,Equity,Equity Securities (Main Board),"5,000",HKD 0.0001,BMG313891027,,Y,,Y,,,,Y,,,
0297,SINOFERT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8403G1033,,Y,Y,Y,,,,Y,,,
0298,CHUANG'S CHINA,Equity,Equity Securities (Main Board),"10,000",HKD 0.0500,BMG2122W1010,,Y,,Y,,,,Y,,,
0299,GLORY SUN LAND,Equity,Equity Securities (Main Board),"5,000",HKD 0.0500,KYG3997X1170,,Y,,Y,,,,Y,,,
0302,CMGE,Equity,Equity Securities (Main Board),"2,000",USD 0.0001,KYG2347J1094,,Y,,Y,,,,Y,,,
0303,VTECH HOLDINGS,Equity,Equity Securities (Main Board),100,USD 0.0500,BMG9400S1329,,Y,Y,Y,,,,Y,,,
0305,WULING MOTORS,Equity,Equity Securities (Main Board),"10,000",HKD 0.0040,BMG9604B1090,,Y,,Y,,,,Y,,,
0306,KWOON CHUNG BUS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5330P1077,,Y,,Y,,,,Y,,,
0307,UP ENERGY DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9289C1257,,Y,,Y,,,,Y,,,
0308,CHINA TRAVEL HK,Equity,Equity Securities (Main Board),"2,000",,HK0308001558,,Y,Y,Y,,,,Y,,,
0309,XH NEWS MEDIA,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG5699G1367,,Y,,Y,,,,Y,,,
0310,PROSP INV HOLD,Equity,Investment Companies,"15,000",HKD 0.0250,BMG727401637,,Y,,Y,,,,Y,,,
0311,LUEN THAI,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG5697P1046,,Y,,Y,,,,Y,,,
0312,SHIRBLE STORE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG810871015,,Y,,Y,,,,Y,,,
0313,RICHLY FIELD,Equity,Equity Securities (Main Board),"50,000",HKD 0.0500,BMG7568A1099,,Y,,Y,,,,Y,,,
0315,SMARTONE TELE,Equity,Equity Securities (Main Board),500,HKD 0.1000,BMG8219Z1059,,Y,Y,Y,,,,Y,,,
0316,OOIL,Equity,Equity Securities (Main Board),500,USD 0.1000,BMG677491539,,Y,Y,Y,,,,Y,,,
0317,COMEC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000395,,Y,Y,Y,,,,Y,,,
0318,VONGROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0400,KYG9387J1132,,Y,,Y,,,,Y,,,
0320,COMPUTIME,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2341T1031,,Y,,Y,,,,Y,,,
0321,TEXWINCA HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,BMG8770Z1068,,Y,Y,Y,,,,Y,,,
0322,TINGYI,Equity,Equity Securities (Main Board),"2,000",USD 0.0050,KYG8878S1030,,Y,Y,Y,,,,Y,,,
0323,MAANSHAN IRON,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003R8,,Y,Y,Y,,,,Y,,,
0326,CHINA STAR ENT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8437G3195,,Y,,Y,,,,Y,,,
0327,PAX GLOBAL,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG6955J1036,,Y,Y,Y,,,,Y,,,
0328,ALCO HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0154K1027,,Y,,Y,,,,Y,,,
0329,OCI INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG6706E1061,,Y,,Y,,,,Y,,,
0330,ESPRIT HOLDINGS,Equity,Equity Securities (Main Board),100,HKD 0.1000,BMG3122U1457,,Y,Y,Y,,,,Y,,,
0331,FSE SERVICES,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG3727N1088,,Y,,Y,,,,Y,,,
0332,YUANHENG GAS,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG9877V1054,,Y,,Y,,,,Y,,,
0333,TOP FORM INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG8922H1299,,Y,,Y,,,,Y,,,
0334,CH DISPLAY OPT,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,BMG2120L1072,,Y,,Y,,,,Y,,,
0335,UPBEST GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG9288X1043,,Y,,Y,,,,Y,,,
0336,HUABAO INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG4639H1227,,Y,Y,Y,,,,Y,,,
0337,GREENLAND HK,Equity,Equity Securities (Main Board),"1,000",HKD 0.5000,KYG4587S1049,,Y,Y,Y,,,,Y,,,
0338,SHANGHAI PECHEM,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004C8,,Y,Y,Y,,,,Y,,,
0339,CORE ECON INV,Equity,Investment Companies,"10,000",HKD 0.0200,BMG2423L1019,,Y,,Y,,,,Y,,,
0340,TONGGUAN GOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,,,Y,,Y,,,,Y,,,
0341,CAFE DE CORAL H,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG1744V1037,,Y,Y,Y,,,,Y,,,
0342,NEWOCEAN ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6469T1009,,Y,Y,Y,,,,Y,,,
0343,CULTURECOM HOLD,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG2587F2058,,Y,,Y,,,,Y,,,
0345,VITASOY INT'L,Equity,Equity Securities (Main Board),"2,000",,HK0345001611,,Y,Y,Y,,,,Y,,,
0346,YANCHANG PETRO,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,BMG9833W1064,,Y,,Y,,,,Y,,,
0347,ANGANG STEEL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000001V4,,Y,Y,Y,,,,Y,,,
0348,CHINAHEALTHWISE,Equity,Equity Securities (Main Board),"50,000",HKD 0.1000,KYG2120E1035,,Y,,Y,,,,Y,,,
0351,ASIA ENERGY LOG,Equity,Equity Securities (Main Board),"10,000",,HK0000527306,,Y,,Y,,,,Y,,,
0352,FORTUNE SUN,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG364261076,,Y,,Y,,,,Y,,,
0353,ENERGY INTINV,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,KYG3041H1184,,Y,,Y,,,,Y,,,
0354,CHINASOFT INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG2110A1114,,Y,Y,Y,,,,Y,,,
0355,CENTURY C INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG2020F1683,,Y,,Y,,,,Y,,,
0356,DT CAPITAL,Equity,Investment Companies,"30,000",HKD 0.0100,KYG2848V1068,,Y,,Y,,,,Y,,,
0357,MEILAN AIRPORT,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003B2,,Y,,Y,,,,Y,,,
0358,JIANGXI COPPER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003K3,,Y,Y,Y,,Y,,Y,,,
0359,HAISHENG JUICE,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2111D1060,,Y,,Y,,,,Y,,,
0360,NEW FOCUS AUTO,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG645451090,,Y,,Y,,,,Y,,,
0361,SINO GOLF HOLD,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG816821091,,Y,,Y,,,,Y,,,
0362,XINYANG MAOJIAN,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,,,Y,,Y,,,,Y,,,
0363,SHANGHAI IND H,Equity,Equity Securities (Main Board),"1,000",,HK0363006039,,Y,Y,Y,,,,Y,,,
0364,BLOCKCHAIN GP,Equity,Equity Securities (Main Board),"8,000",HKD 0.2000,KYG117671035,,Y,,Y,,,,Y,,,
0365,UNIS HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9340L1063,,Y,,Y,,,,Y,,,
0366,LUKS GROUP (VN),Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG5700D1065,,Y,,Y,,,,Y,,,
0367,CHUANG'S INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.2500,BMG2122V1458,,Y,Y,Y,,,,Y,,,
0369,WING TAI PPT,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,BMG9716V1000,,Y,Y,Y,,,,Y,,,
0370,CHINA BEST,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG2111B1422,,Y,,Y,,,,Y,,,
0371,BJ ENT WATER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0957L1090,,Y,Y,Y,,,,Y,,,
0372,PT INTL DEV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG7S93G1188,,Y,,Y,,,,Y,,,
0373,ALLIED GROUP,Equity,Equity Securities (Main Board),"2,000",,HK0373013660,,Y,Y,Y,,,,Y,,,
0374,FOUR SEAS MER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG365451049,,Y,,Y,,,,Y,,,
0375,YGM TRADING,Equity,Equity Securities (Main Board),"1,000",,HK0375001663,,Y,,Y,,,,Y,,,
0376,YUNFENG FIN,Equity,Equity Securities (Main Board),"2,000",,HK0000091790,,Y,Y,Y,,,,Y,,,
0377,HUAJUN INTL GP,Equity,Equity Securities (Main Board),80,HKD 1.0000,,,Y,,Y,,,,Y,,,
0378,FDG KINETIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG3381K1018,,Y,,Y,,,,Y,,,
0379,EG LEASING,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG2119F1037,,Y,,Y,,,,Y,,,
0380,SOFTPOWER INT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,BMG8253D1011,,Y,,Y,,,,Y,,,
0381,KIU HUNG INT'L,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,KYG5283T1067,,Y,,Y,,,,Y,,,
0382,EDVANTAGE GROUP,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG2901A1067,,Y,,Y,,,,Y,,,
0383,CHINA MED&HCARE,Equity,Equity Securities (Main Board),"10,000",HKD 0.0005,BMG2133H1016,,Y,Y,Y,,,,Y,,,
0384,CHINA GAS HOLD,Equity,Equity Securities (Main Board),200,HKD 0.0100,BMG2109G1033,,Y,Y,Y,Y,,,Y,,,
0385,CHINNEY ALLI,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2109L1697,,Y,,Y,,,,Y,,,
0386,SINOPEC CORP,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002Q2,,Y,Y,Y,Y,Y,Y,Y,,,
0387,LEEPORT(HOLD),Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG542851040,,Y,,Y,,,,Y,,,
0388,HKEX,Equity,Equity Securities (Main Board),100,,HK0388045442,,Y,Y,Y,Y,Y,Y,Y,,,
0389,TONTINE WINES,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG215A41075,,Y,,Y,,,,Y,,,
0390,CHINA RAILWAY,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000007Z2,,Y,Y,Y,,Y,,Y,,,
0391,MEI AH ENTER,Equity,Equity Securities (Main Board),"20,000",HKD 0.0200,BMG5964A1523,,Y,,Y,,,,Y,,,
0392,BEIJING ENT,Equity,Equity Securities (Main Board),500,,HK0392044647,,Y,Y,Y,,,,Y,,,
0393,GLORIOUS SUN,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,BMG3939X1002,,Y,,Y,,,,Y,,,
0395,SMARTAC GP CH,Equity,Equity Securities (Main Board),"8,000",HKD 0.0500,KYG8207P1019,,Y,,Y,,,,Y,,,
0396,HING LEE (HK),Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG451171018,,Y,,Y,,,,Y,,,
0397,POWER FINANCIAL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG7210B1090,,Y,,Y,,,,Y,,,
0398,ORIENTAL WATCH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6773R1051,,Y,,Y,,,,Y,,,
0399,INNOVATIVE PHAR,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,BMG4783W1073,,Y,,Y,,,,Y,,,
0400,COGOBUY,Equity,Equity Securities (Main Board),"1,000",USD 0.0000,KYG225371072,,Y,,Y,,,,Y,,,
0401,WANJIA GROUP,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG9431A1004,,Y,,Y,,,,Y,,,
0402,PEACEMAP HOLD,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG695651023,,Y,,Y,,,,Y,,,
0403,STARLITE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8438Y1030,,Y,,Y,,,,Y,,,
0404,HSIN CHONG GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4634Z1014,,Y,,Y,,,,Y,,,
0405,YUEXIU REIT,Real Estate Investment Trusts,,"1,000",,HK0405033157,,Y,Y,Y,,,,Y,Yuexiu REIT Asset Management Ltd.,,
0406,YAU LEE HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG9834K1505,,Y,,Y,,,,Y,,,
0408,YIP'S CHEMICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9842Z1164,,Y,,Y,,,,Y,,,
0410,SOHO CHINA,Equity,Equity Securities (Main Board),500,HKD 0.0200,KYG826001003,,Y,Y,Y,,,,Y,,,
0411,LAM SOON (HK),Equity,Equity Securities (Main Board),"1,000",,HK0411006957,,Y,,Y,,,,Y,,,
0412,CHINA SDHS FIN,Equity,Equity Securities (Main Board),"6,000",HKD 0.00025,,,Y,Y,Y,,,,Y,,,
0413,SC HOLDINGS,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG8279G1120,,Y,,Y,,,,Y,,,
0416,BANKOFJINZHOU,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000023B0,,Y,,Y,,,,Y,,,
0417,TSE SUI LUEN,Equity,Equity Securities (Main Board),"2,000",HKD 0.2500,BMG911231519,,Y,,Y,,,,Y,,,
0418,FOUNDER HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG3654D1074,,Y,,Y,,,,Y,,,
0419,HUAYI TENCENT,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,KYG4642G1038,,Y,,Y,,,,Y,,,
0420,FOUNTAIN SET,Equity,Equity Securities (Main Board),"2,000",,HK0420001817,,Y,,Y,,,,Y,,,
0422,VMEP HOLDINGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG936171019,,Y,,Y,,,,Y,,,
0423,HKET HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4587A1031,,Y,,Y,,,,Y,,,
0425,MINTH GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG6145U1094,,Y,Y,Y,,,,Y,,,
0426,ONE MEDIA GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG6752K1058,,Y,,Y,,,,Y,,,
0428,COCOON HOLDINGS,Equity,Investment Companies,"2,000",HKD 0.1000,BMG2365B1037,,Y,,Y,,,,Y,,,
0430,ORIENTAL EXPL,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG6771J1053,,Y,,Y,,,,Y,,,
0431,G CHINA FIN,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG407061552,,Y,,Y,,,,Y,,,
0432,PCPD,Equity,Equity Securities (Main Board),"1,000",HKD 0.5000,BMG6844T1229,,Y,,Y,,,,Y,,,
0433,NORTH MINING,Equity,Equity Securities (Main Board),"10,000",HKD 0.0160,BMG6661B1211,,Y,,Y,,,,Y,,,
0434,BOYAA,Equity,Equity Securities (Main Board),"1,000",USD 0.00005,KYG127751058,,Y,,Y,,,,Y,,,
0435,SUNLIGHT REIT,Real Estate Investment Trusts,,"1,000",,HK0435036626,,Y,Y,Y,,,,Y,Henderson Sunlight Asset Management Ltd.,,
0436,NU ENVIRO,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG6493Q1718,,Y,,Y,,,,Y,,,
0438,IRICO NEWENERGY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003H9,,Y,,Y,,,,Y,,,
0439,KUANGCHI,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,BMG5326A1062,,Y,,Y,,,,Y,,,
0440,DAH SING,Equity,Equity Securities (Main Board),400,,HK0440001847,,Y,Y,Y,,,,Y,,,
0442,HIFOOD GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.0050,KYG4488W1050,,Y,,Y,,,,Y,,,
0444,SINCEREWATCH HK,Equity,Equity Securities (Main Board),"10,000",HKD 0.0200,KYG814791268,,Y,,Y,,,,Y,,,
0445,CIMC-TIANDA,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG214331186,,Y,Y,Y,,,,Y,,,
0449,CHIGO HOLDING,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4463T1013,,Y,,Y,,,,Y,,,
0450,HUNG HING PRINT,Equity,Equity Securities (Main Board),"2,000",,HK0450001869,,Y,,Y,,,,Y,,,
0451,GCL NEWENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.00416,BMG3775G1380,,Y,Y,Y,,,,Y,,,
0455,TIANDA PHARMA,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG887471038,,Y,,Y,,,,Y,,,
0456,NEW CITY DEV,Equity,Equity Securities (Main Board),"20,000",HKD 0.0040,KYG648311036,,Y,,Y,,,,Y,,,
0458,TRISTATE HOLD,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG9074C1082,,Y,,Y,,,,Y,,,
